movie_id,img_url,img_type
20227890,resources/images/photos/posters/poster0.jfif,p
20227890,resources/images/photos/posters/poster1.jfif,p
20227890,resources/images/photos/posters/poster2.jfif,p
20227890,resources/images/photos/posters/poster3.jfif,p
20227890,resources/images/photos/posters/poster4.jfif,p
20227890,resources/images/photos/posters/poster5.jfif,p
20227890,resources/images/photos/posters/poster6.jfif,p
20227890,resources/images/photos/posters/poster7.jfif,p
20227890,resources/images/photos/posters/poster8.jfif,p
20227890,resources/images/photos/posters/poster9.jfif,p
20227890,resources/images/photos/posters/poster10.jfif,p
20227890,resources/images/photos/posters/poster11.jfif,p
20227890,resources/images/photos/posters/poster12.jfif,p
20227890,resources/images/photos/posters/poster13.jfif,p
20227890,resources/images/photos/stills/still0.jfif,s
20227890,resources/images/photos/stills/still1.jfif,s
20227890,resources/images/photos/stills/still2.jfif,s
20227890,resources/images/photos/stills/still3.jfif,s
20227890,resources/images/photos/stills/still4.jfif,s
20227890,resources/images/photos/stills/still5.jfif,s
20227890,resources/images/photos/stills/still6.jfif,s
20227890,resources/images/photos/stills/still7.jfif,s
20227890,resources/images/photos/stills/still8.jfif,s
20227890,resources/images/photos/stills/still9.jfif,s
20227890,resources/images/photos/stills/still10.jfif,s
20227890,resources/images/photos/stills/still11.jfif,s
20227890,resources/images/photos/stills/still12.jfif,s
20227890,resources/images/photos/stills/still13.jfif,s
20227890,resources/images/photos/stills/still14.jfif,s
20227890,resources/images/photos/stills/still15.jfif,s
20227890,resources/images/photos/stills/still16.jfif,s
20227890,resources/images/photos/stills/still17.jfif,s
20227890,resources/images/photos/stills/still18.jfif,s
20226411,https://t1.daumcdn.net/movie/97c4ea5cf7d28a8934bfb231017110b3de536825,s
20226411,https://t1.daumcdn.net/movie/2a73785bfe207fbca22708658653a29ed81a335e,s
20226411,https://t1.daumcdn.net/movie/aa6b8d907c8aff0442d529d6151b5291b7d5e913,s
20226411,https://t1.daumcdn.net/movie/3c6e8387f47d662a05833603e3ecceee5524c6aa,s
20226411,https://t1.daumcdn.net/movie/eb44c3c3de00fce93ad1a784e296bd0904fd6f65,s
20226411,https://t1.daumcdn.net/movie/4c69401cfe560a2fdaf4d4c4ca9b5af4dd574059,s
20226411,https://t1.daumcdn.net/movie/4b884f0b141f10250d0940a625c01a0c994b34d2,s
20226411,https://t1.daumcdn.net/movie/ceb9ba35370f011c55d28a8521b93626475671ec,s
20226411,https://t1.daumcdn.net/movie/eb383c0cc650cf262e450c1ee0f5aaf5e0131572,s
20226411,https://t1.daumcdn.net/movie/c4ed8f2f8048e299c834364d3aacb5f95e59aad6,s
20226411,https://t1.daumcdn.net/movie/e0c20b2569dce297dde56915719119d0a4799ab2,s
20226411,https://t1.daumcdn.net/movie/e3188869f8d6448a808c2b2afafd6dcd5c5836a4,s
20226411,https://t1.daumcdn.net/movie/6b6bffa6f1e9010c39b7eb7962670749e58c74d3,s
20226411,https://t1.daumcdn.net/movie/eda891634e3d7c922e0ec844964c97bc127b4f9c,s
20226411,https://t1.daumcdn.net/movie/d82e49baf40d5a460322741ebf46127426933599,s
20226411,https://t1.daumcdn.net/movie/f95f1bc07cffa159476dac659b1102b9188cc5e1,s
20226411,https://t1.daumcdn.net/movie/fe710ef76a33f6e62ffd5b3ae710f37c63b51d20,s
20226411,https://t1.daumcdn.net/movie/354a6da0e5742f1611a8e669b3a5a839b664f565,s
20226411,https://t1.daumcdn.net/movie/d87f955db2ce36d6528c63dd2be88196e6f3a165,s
20226411,https://t1.daumcdn.net/movie/552bb7af87d267e505f681db195a614019b5dc66,s
20226411,https://t1.daumcdn.net/movie/808d61482bd1a24a6110480cf27cf8ef386bf75f,s
20226411,https://t1.daumcdn.net/movie/b05fec37909f3c46d8ada73ba1d2bc2f8868e869,p
20226411,https://t1.daumcdn.net/movie/b265afed56bb5b5b83f4f0242b4f82c681e49462,p
20226411,https://t1.daumcdn.net/movie/52ab4b31ce5657e1ecf86f710e0ccf6d51bc6b13,p
20226411,https://t1.daumcdn.net/movie/77283b3c97996cfa7bb069cb498c2edaf540a994,p
20226411,https://t1.daumcdn.net/movie/118f91064d05b5200570c0f64472b85bef88d158,p
20226411,https://t1.daumcdn.net/movie/1db155014198a351c02d74116e0ef8432d391294,p
20226411,https://t1.daumcdn.net/movie/793b0c0f54fc384bd547b67fb68b243868639f22,p
20226411,https://t1.daumcdn.net/movie/fb55c65ae44b7acc95550eff270dff534ffb5ef9,p
20226411,https://t1.daumcdn.net/movie/4d3a2603ce21a747e734d5b91e91b8dc1e2c1c5c,p
20226411,https://t1.daumcdn.net/movie/d77fb16cbc4e8b3371e848073714101145047d8a,p
20231496,https://t1.daumcdn.net/movie/597eb7bd9649d5fcc739ae506bf07a1f9faf6dd2,s
20231496,https://t1.daumcdn.net/movie/9b8fdf0a17f13e16c675148da40e757593deb0b6,s
20231496,https://t1.daumcdn.net/movie/fa4303c89a3487a1117bce417021f9537baabb41,s
20231496,https://t1.daumcdn.net/movie/3c0ad722f326c6cb0b6fbf6c1931e2cb952e0f1a,s
20231496,https://t1.daumcdn.net/movie/840b740d8695ce44794116dd37c63d5c9ac2e2f7,s
20231496,https://t1.daumcdn.net/movie/fa11935307f785601f126afef5ff08a6c0f7dfaa,s
20231496,https://t1.daumcdn.net/movie/1c4c4ecd92ddb681bd506d5aee4e4aae379cbc51,s
20231496,https://t1.daumcdn.net/movie/6b2d8996ba27e58d4905b274fbf976af2ad4fe2f,s
20231496,https://t1.daumcdn.net/movie/583e629b1839c3b61a648b3584caac2805b595dc,s
20231496,https://t1.daumcdn.net/movie/b037bbe774b4907988c30b931970dcfc97b59fec,s
20231496,https://t1.daumcdn.net/movie/b22fc5487541c2405a9c1a07496f434c7e23636e,s
