movie_id,name,profile_url
20226411,이상용,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Ff9033630db4a0525e4d5e3bb5d7980944b4cc17a
20226411,마동석,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F3b8713a22660343c04cca305c40741f4a2b9535c
20226411,이준혁,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fff212d6f1a396b36dc5a18c7dc8b3dcbe98af223
20226411,"아오키 무네타카",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F47294d8c9b2de94494b497a8c7c01885efdb85ca
20226411,이범수,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fb8561eff91723a351496590a15fb90f50c23eed7
20226411,김민재,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F8c278c3272949264aca4fdc6fab7d5551d77c894
20226411,이지훈,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1622153D4DAFE01108
20226411,전석호,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F929a52ced0deb24e271142d012524641792e2ae1
20226411,고규필,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fbeb0f6b294544b1a9484c8a8a3af862dbed2f26a
20227890,"크리스 프랫",resources/images/profiles/chris.png
20227890,"안야 테일러 조이",resources/images/profiles/anya.png
20227890,"잭 블랙",resources/images/profiles/jack.png
20227890,"찰리 데이",resources/images/profiles/charlie.png
20231496,"제임스 건",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1340D410AE0CB5B755
20231496,"크리스 프랫",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F90a81677e29875fa10b1e71974428d3641b5c112
20231496,"조 샐다나",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F73bff634a371f32a0ff11458622b2bd2c7024e62
20231496,"데이브 바티스타",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F183B893D4EC3368A16
20231496,"빈 디젤",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F0e848f51add0f653be967d5c4dc8edb0cb654e0f
20231496,"카렌 길런",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F163464264AF2131E2C
20231496,"폼 클레멘티에프",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F166522164B1A427F19
20231496,"브래들리 쿠퍼",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F204E600B4BD006A656
20231496,"윌 폴터",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F24574A4C5423A2052E
20090860,"유야마 쿠니히코",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F191AA9454FF6957B13
20090860,"오오타니 이쿠에",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F110D7C10AE039F85E4
20231839,"롭 마샬",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Ffc282f9131cb2448c89339e1c84e759d1b2a9e39
20231839,"멜리사 맥카시",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1446C810AE2399912C
20231839,"하비에르 바르뎀",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F108ab05df4088c98d27d578cd9ee062a39850f6c
