movie_id,name,profile_url
20231839,아콰피나,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fed57f7322601059a03b082a34a5048023191f0ea
20231592,"루이스 리테리어",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F41dc54b3f3fafefd0a8831726007ea3db46ff421
20231592,"빈 디젤",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F0e848f51add0f653be967d5c4dc8edb0cb654e0f
20231592,"제이슨 모모아",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F617901b40a8484e885147402dd8980b0c5d7c4bb
20231592,"제이슨 스타뎀",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F14404110AE06255FEE
20231592,"샤를리즈 테론",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F3eec3d6286863c05d928f7b8a517927ed2a7848d
20231592,"브리 라슨",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F212ffe8d0901832bcd0c883d0af404143326e370
20231592,"미셸 로드리게즈",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F5693c31a01c6330fc8586b7a077a5d3094efd324
20231592,"성 강",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F5f936e11791f21264bcf655a6baf4848d50131d5
20231348,"하시모토 마사카즈",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F37cca56988e8e579841bbcc6f7593c766c757c23
20226270,"신카이 마코토",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Ff0342356a1cb6c80eafe86857e5b897f00b0603a
20231677,"후지이 미치히토",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F67249113d4ebadbf198dcf62853afcc00392b095
20231677,"고마츠 나나",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2234934453AA88121C
20231677,"사카구치 켄타로",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fabbd85bb5cae61d342d59bc880e2c87abf1e97c5
19960041,김수정,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F153A0510ADF7D57160
19960041,임경원,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F3e0dd276e8c34596c6c914980be4ac305ee3dfc6
20078795,엽영건,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1834081B4C58FA4E23
20078795,오건호,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1146CC10AE552954D0
20078795,임자총,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F154D4010B176D14A99
20175405,"조쉬 분",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2504DB4753C8767C0C
20175405,"메이지 윌리암스",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1146844B4E65B8C016
20175405,"안야 테일러 조이",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F1e2b846ceef514a8c737ebab0ac74ac79796b2a7
20175405,"찰리 히튼",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F221bbcea7dfa26b8138b299c13da9dd688c7aef1
20175405,"헨리 자가",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F32508c7c51620be8254443e92b65485f0e635147
20175405,"블루 헌트",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F84efa932fd950a4334beecb2dab82e8bb66d9c18
20175405,"앨리스 브라가",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F144A8F10AE27C98730
20177949,"조 린치",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F18632A464F374D8003
20177949,"스티븐 연",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F9fd81c154a85640bfa9822fca6c179578a3c8014
20177949,"사마라 위빙",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fb585a9b733122c56dcbbe79502a988325b262126
20178401,최재훈,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Feef806c03628d113d22e2d2666a00a2e36ef8544
20178401,장혁,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fd430819255e85d801207cc3546872b9133f6c97c
20178401,김현수,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fe5118aac9fe4b7a6dcb0f64a83a7c4025dbffaa5
20178401,"조 타슬림",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fb6210115d08ceb2ffa7725b84b55dcc3ec9bdd4d
20178401,정만식,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F15864fcefa89e5d47ca0ccf9cd915ece6d89165e
20178401,이나경,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F249c23ea0aead6e35cb69f4e685c92ada76e6852
20178401,최진호,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fba787f5e6a8a72627eada3b8a89ace40bf57571b
20178401,이민혁,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Ffea144500107c714ee32bf200d99e10908327d91
20178401,지승현,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F261F934B530DA06920
20178401,지건우,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F257FB650542C49FF08
20180377,"코랄리 파르쟈",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F239ccaab9794486237ef30aeb66d80f4fdc8c6db
20180377,"마틸다 안나 잉그리드 러츠",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fa190ca5f3c619473c6c35e127a01352347223524
20180377,"마틸다 안나 잉그리드 루츠",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fa190ca5f3c619473c6c35e127a01352347223524
20180377,"케빈 얀센스",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F16762D404F5A2C251E
20180382,이수성,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fa9ff2f80ecb1357bfee292fc88566d4c0e3d5837
20180382,이승용,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fff4a2c3dad767580f175cfb68b6b313d748fbc61
20180382,지웅배,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F81a943b363487271729e7167b75f8345cf596c6f
19968227,"올리비에 아사야스",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F016badd694ac8d70269810d23b40c20449e4ebb4
19968227,장만옥,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F4056bf1609d38e7af9bd250cae19f0f37a9b81d1
19968227,"장 피에르 레오",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fcb99447d7bf3e44d30d3548d96a999fa7d6a99d8
19968227,"나탈리 리차드",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F136E0210B1C4CC70A5
19968227,장양,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1359120E4C32FD8332
20078605,곽도,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F171F8C0B4A093C8AA6
20078605,조본산,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F156659194B45EA0416
20078605,호군,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fc10eb721c57cf219a1960d981ee35d2413df9796
20181172,박현용,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fbb640c8cf7823ec52d88877be2fac983cd0a47b3
20181172,손병호,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F250fbfb7b45458a880554618ab5b92ef0629cc28
20181172,손진환,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F173df21f6772fdfa79ab85d4f9a1b9704f2e3dac
20181172,박명신,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F04d9cf50ae1a302e2d68b222b25fa5ed19fe70ac
20181172,최재섭,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fb776ddd5ad28da0705fda2eef1d6b9a2fc996c21
20181172,이선희,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fmovie-private%2Fedbf4b4557204e04e09020545b4d88383152da4c
20181172,강태영,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F37c0621c554bdbca1bb367c1eac25d6e95f14691
20181172,장성익,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F112F3F0B49EEF93EC6
20181172,이도엽,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F47a3c6ffb57464a85b5f584e3ef3243873d8e256
20124722,"쥬세페 토르나토레",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F300ea378f129b8261342b0584e0e701b4cc60d23
20124722,"팀 로스",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F5aa382851a30ba0479957e8fee1a2429ed694a98
20124722,"프루잇 테일러 빈스",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1246CC10ADFA70DD0E
20124722,"멜라니 티에리",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1365CD10B19C560DBF
20188124,"뤽 베송",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1750D93F4E71B41F10
20188124,"장 르노",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fmovie-photo%2F92%2F52%2F275292%2Fpeople_275292.jpg
20188124,"나탈리 포트만",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F12492F10B177F80C9C
20188124,"게리 올드만",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F2602a983d38901c40392983f98c9460921c351ab
20232025,"스티븐 카플 주니어",https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F58360df01dcf4b6f8824dfac2e6303ed1548390239952
20232025,"안소니 라모스",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fmovie-private%2F74a19ea90f30c538031ed1242bc6582335afafdf
20232025,"피터 딘클리지",https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F68e3ae58d46364ce43dc026274afbfe5de506a28
20200154,이원석,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F014136b97361fe2e7d0e24c87fd5108f193c0d22
20200154,이하늬,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F0d8b73579e56444508084ecc3f6681d7937014f9
20200154,이선균,https://img1.daumcdn.net/thumb/C116x168/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Fb066cbec9fe6d2268b3b89d129a731695a72c65e
20200154,공명,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F76a6f64eff0f480244ffafca4ed4365b90695c6d
20200154,배유람,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2Ff8194d7fc9ec0cf1b55e35f21478b8be55012f84
20200154,심달기,https://img1.daumcdn.net/thumb/C116x168/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fmovie%2F7bbeba19f2934aababd143e1ad9843391dc72fd3
